season,book_title,book_author,detailed_genre,genre_1,genre_2,genre_3,csv_name,chapter_count,avg_sentiment_score,sentiment_variance,positive_negative_sentiment_ratio,sympathy_trigger_density,peak_tension_score,tension_spike_count,question_density,uncertainty_keyword_density,urgency_keyword_density,confrontation_indicator_density,stakes_indicator_density,temporal_reference_density,flashback_indicator_density,avg_time_jump_magnitude_proxy,action_density_per_block,motion_verb_density,pace_variance,avg_paragraph_similarity,low_similarity_transition_count,pov_shift_frequency,third_person_pronoun_ratio,named_character_count,lead_character_focus_ratio,character_dialogue_ratio,topic_coherence_score,topic_distribution_entropy,dominant_topic_keywords,motif_frequency,thematic_calculation_error,syllable_count,lexicon_count,sentence_count,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,linsear_write_formula,dale_chall_readability_score,text_standard_float,reading_time_minutes,avg_sentence_length,avg_word_length,lexical_diversity_ttr,passive_voice_ratio,dialogue_ratio,adjective_density,adverb_density,sentence_length_variance,metaphor_simile_density,avg_syntactic_depth,visual_keyword_density,auditory_keyword_density,tactile_keyword_density,olfactory_keyword_density,gustatory_keyword_density,multi_sensory_sentence_ratio,dominant_sensory_category,dominant_sensory_ratio,estimated_disturbance_timing,estimated_doorway1_timing,estimated_midpoint_shift,estimated_doorway2_timing,climax_tension_gradient
Winter,FOURTH WING,Rebecca Yarros,Fantasy / Romance (Romantasy),Fantasy,Romance,,Rebecca Yarros - Fourth Wing,39,0.00127155855,0.08824539099,0.95,0.00254115109,1.329834506,2.0,0.1276403386,0.0029560329,0.006632922946,0.006762573512,0.006492900335,0.0314456925,0.0007574774962,859,665.7179487,0.02036888116,48.95422703,0.6211454868,0,0.05263157895,0.3262234454,65,0.5641025641,0,0.2552899439,0.4348836954,"{'topic_coherence_score': 0.2552899438788287, 'topic_1_keywords': 'wyvern, tairn, say, liam, venin', 'topic_2_keywords': 'make, know, get, look, head', 'topic_3_keywords': 'know, say, back, get, dragon', 'topic_4_keywords': 'tairn, know, dragon, liam, back', 'topic_5_keywords': 'back, know, tell, venin, tairn'}","{'light_dark': 179, 'life_death': 447, 'journey': 510, 'time': 1042, 'nature': 226, 'conflict': 370, 'love_loss': 417}",,234931,183751,14387,83.86,4.7,5.58,7.7,6.0,6.25,7.857142857,1.27,6,201.2191667,19.28901639,4.008567354,0.04723972514,0.07098360656,0.003196721311,0.05214143039,0.05405587694,153.2197482,0.02073770492,4.36,0.008910538818,0.007283305951,0.008235577275,0.0007534454432,0.002134762089,0.0512295082,visual,0.3261827236,0.2820512821,0.2051282051,0.5641025641,0.6923076923,-0.004719838793
Winter,THE HEAVEN & EARTH GROCERY STORE,James McBride,Literary Fiction / Mystery,Literary Fiction,Mystery,,James McBride - The Heaven & Earth Grocery Store_ A Novel,30,-0.5750486511,0.1687008433,0.07142857143,0.003093235191,1.673452859,2.0,0.1185862445,0.004679284963,0.006589554855,0.003058184367,0.004355064844,0.03372866191,0.004649204372,558,497.5333333,0.0193424446,104.0003119,0.4294650257,6,0.0,0.6075797872,121,0.9666666667,0,0.3357916962,0.5063331009,"{'topic_coherence_score': 0.33579169624349825, 'topic_1_keywords': 'say, get, know, man, see', 'topic_2_keywords': 'say, nate, get, man, fatty', 'topic_3_keywords': 'say, hand, know, want, see', 'topic_4_keywords': 'dodo, pant, monkey, man, finger', 'topic_5_keywords': 'say, man, see, know, get'}","{'light_dark': 151, 'life_death': 176, 'journey': 256, 'time': 613, 'nature': 86, 'conflict': 84, 'love_loss': 412}",,140528,110259,8123,83.05,5.1,6.03,7.6,6.7,7.07,13.75,5.29,6,122.3575,18.88242574,4.150384309,0.07586261295,0.0704070407,0.0,0.06049228934,0.04977280303,294.8936295,0.02021452145,4.33,0.007515219862,0.005576945103,0.006008651754,0.0008986546611,0.001973516119,0.04551705171,visual,0.34202085,0.2666666667,0.2,0.5666666667,0.7,-0.00455353859
Winter,IRON FLAME,Rebecca Yarros,Fantasy / Romance (Romantasy),Fantasy,Romance,,Rebecca Yarros - Iron Flame,66,-0.1221111771,0.08928793034,0.6097560976,0.002438968621,1.144998234,3.0,0.1414239091,0.003033467223,0.006600458831,0.006992980343,0.005838281137,0.0309367577,0.0008616844024,1084,554.1818182,0.02061179593,45.01752225,0.6079394221,0,0.06153846154,0.3277259358,84,0.6515151515,0,0.2488414118,0.4856191996,"{'topic_coherence_score': 0.24884141181962835, 'topic_1_keywords': 'hand, back, wyvern, tairn, foot', 'topic_2_keywords': 'know, say, hand, back, look', 'topic_3_keywords': 'ask, power, say, rune, flier', 'topic_4_keywords': 'mira, make, cat, door, know', 'topic_5_keywords': 'know, say, back, look, head'}","{'light_dark': 266, 'life_death': 567, 'journey': 581, 'time': 1292, 'nature': 261, 'conflict': 563, 'love_loss': 658}",,320987,250438,20183,84.27,4.6,5.36,7.6,6.1,6.42,8.166666667,1.16,6,277.0193333,19.43136783,4.048402463,0.03911525739,0.06842136963,0.003914955129,0.05119015392,0.05284489299,156.2233659,0.01565982051,4.58,0.009394347241,0.007771582388,0.008513747356,0.0009575081715,0.001949625072,0.05854363669,visual,0.3286252354,0.09090909091,0.1363636364,0.5,0.696969697,0.01506173847
Winter,THE EXCHANGE,John Grisham,Legal Thriller,Thriller,,,John Grisham - The Exchange _ After The Firm,47,-0.6990404375,0.0930218893,0.04444444444,0.0021838218,0.9905545016,2.0,0.09715326051,0.005140380545,0.01044874738,0.001769455612,0.005543547647,0.04361475502,0.006749635609,625,228.0212766,0.01488956161,34.03435974,0.5475883484,0,0.04347826087,0.5853829234,125,0.9787234043,0,0.2641820267,0.5375662484,"{'topic_coherence_score': 0.2641820266531808, 'topic_1_keywords': 'mitch, say, get, take, time', 'topic_2_keywords': 'say, mitch, see, walk, time', 'topic_3_keywords': 'mitch, say, know, get, time', 'topic_4_keywords': 'say, mitch, call, samir, hour', 'topic_5_keywords': 'mitch, say, know, get, time'}","{'light_dark': 66, 'life_death': 105, 'journey': 148, 'time': 596, 'nature': 39, 'conflict': 68, 'love_loss': 191}",,115646,87058,7125,84.47,4.5,5.66,8.4,6.4,7.35,6.125,5.35,6,98.38216667,17.85930918,4.285283873,0.08660103267,0.1132266217,0.0,0.06448032291,0.05367193632,108.9003409,0.0148272957,4.64,0.005310292066,0.004207731425,0.003555195536,0.0004950272265,0.001653840961,0.01920808762,visual,0.3488543976,0.2340425532,0.2127659574,0.5531914894,0.7659574468,0.005613214642
Winter,LESSONS IN CHEMISTRY,Bonnie Garmus,Historical Fiction / Contemporary Fiction,Fiction,,,Bonnie Garmus - Lessons in Chemistry,45,-0.743643911,0.06123367737,0.02272727273,0.000640884948,1.158042637,3.0,0.1677746887,0.005706509811,0.006777577806,0.00244063035,0.004819805979,0.03518162083,0.00410437595,606,344.9111111,0.01354356175,46.34259865,0.5191468,1,0.04545454545,0.547609794,69,0.9555555556,0,0.2379549269,0.6485827139,"{'topic_coherence_score': 0.23795492687442382, 'topic_1_keywords': 'say, back, look, then, know', 'topic_2_keywords': 'say, know, just, make, calvin', 'topic_3_keywords': 'say, know, calvin, look, make', 'topic_4_keywords': 'say, look, know, then, take', 'topic_5_keywords': 'say, calvin, dog, know, sixthirty'}","{'light_dark': 48, 'life_death': 270, 'journey': 309, 'time': 565, 'nature': 86, 'conflict': 58, 'love_loss': 408}",,154202,108165,9660,77.03,5.3,5.46,9.1,6.6,7.29,59.0,5.24,7,126.369,17.95681846,4.212232427,0.07744042706,0.05720312694,0.0,0.05796171626,0.06050166107,161.6062753,0.03176572776,4.15,0.006048693321,0.005941478669,0.004243913335,0.0010185392,0.001375921376,0.02370021094,visual,0.3247002398,0.08888888889,0.1333333333,0.4222222222,0.6888888889,0.004352695409
Winter,HOLLY,Stephen King,Mystery / Thriller,Mystery,Thriller,,Stephen King - Holly,42,-0.4406701475,0.1946732945,0.2,0.003114356521,1.746285276,2.0,0.1242805755,0.004731171396,0.006169076428,0.002206554727,0.004121552672,0.03335565886,0.001889932957,716,443.9761905,0.01529850994,41.38985734,0.47265324,3,0.0,0.596505198,165,0.6666666667,0,0.2642379811,0.4564289326,"{'topic_coherence_score': 0.26423798109118113, 'topic_1_keywords': 'stinky, take, push, old, think', 'topic_2_keywords': 'say, think, olivia, emily, roddy', 'topic_3_keywords': 'holly, say, think, know, get', 'topic_4_keywords': 'say, think, look, emily, back', 'topic_5_keywords': 'holly, say, think, know, get'}","{'light_dark': 123, 'life_death': 241, 'journey': 332, 'time': 697, 'nature': 44, 'conflict': 59, 'love_loss': 373}",,185491,143762,12326,84.98,4.3,5.26,7.4,5.7,6.24,18.33333333,5.17,6,159.3375,16.67943107,4.062445328,0.06925778661,0.06327498177,0.0,0.05543140207,0.05830277389,121.216528,0.01641137856,4.71,0.006906021566,0.007558930038,0.004772289757,0.0007740667447,0.002026035567,0.02972283005,auditory,0.3430054979,0.1666666667,0.1428571429,0.5714285714,0.6904761905,-0.003110038993
Winter,ALEX CROSS MUST DIE,James Patterson,Thriller,Thriller,,,James Patterson - Alex Cross 34_ Alex Cross Must Die,104,-0.724065402,0.1710140707,0.0612244898,0.002435877338,1.953232711,6.0,0.1694549379,0.003581463215,0.006861456462,0.002713229708,0.003195581656,0.03302342429,0.003912098527,311,110.6730769,0.01954841826,45.77163191,0.5701259375,1,0.2912621359,0.4685704182,252,0.375,0,0.281777018,0.6338332183,"{'topic_coherence_score': 0.2817770180045508, 'topic_1_keywords': 'say, get, man, know, mahoney', 'topic_2_keywords': 'say, bree, get, know, look', 'topic_3_keywords': 'say, get, bree, see, back', 'topic_4_keywords': 'say, get, look, take, see', 'topic_5_keywords': 'say, get, filson, know, look'}","{'light_dark': 102, 'life_death': 177, 'journey': 219, 'time': 397, 'nature': 93, 'conflict': 63, 'love_loss': 212}",,103072,80008,6836,84.98,4.3,5.34,7.5,6.0,6.48,14.0,5.32,6,89.68683333,18.55025399,4.151565948,0.0856236659,0.07383889695,0.0,0.05126780971,0.045242695,155.4230914,0.007619738752,5.33,0.007798142954,0.005077860528,0.004255730728,0.0008100396557,0.001196924267,0.03301886792,visual,0.4074542009,0.1346153846,0.2403846154,0.5,0.7884615385,0.005289150953
Winter,DEMON COPPERHEAD,Barbara Kingsolver,Literary Fiction / Historical Fiction,Fiction,,,"Barbara Kingsolver - Demon Copperhead (2022, Faber and Faber Ltd) - libgen.li",64,-0.9066229077,0.01141844847,0.0,0.0007553511911,0.3646706552,2.0,0.04716922114,0.005244969833,0.007596000415,0.002672054838,0.00466901455,0.0301291587,0.002720124672,1273,407.9375,0.01726523577,37.24139594,0.5593024492,1,0.3650793651,0.3955156137,110,1.0,0,0.2427399529,0.573632273,"{'topic_coherence_score': 0.24273995290501937, 'topic_1_keywords': 'get, say, know, just, see', 'topic_2_keywords': 'get, say, know, mom, tell', 'topic_3_keywords': 'say, get, know, look, back', 'topic_4_keywords': 'get, say, know, back, there', 'topic_5_keywords': 'say, get, know, see, back'}","{'light_dark': 230, 'life_death': 605, 'journey': 499, 'time': 1272, 'nature': 188, 'conflict': 144, 'love_loss': 564}",,265600,204445,15932,83.86,4.7,5.57,7.5,5.1,5.5,12.75,1.33,6,214.118,16.08233844,3.935624891,0.05202033793,0.06897222943,0.0,0.05640480744,0.0559231187,94.66561851,0.02245003893,4.82,0.007356797596,0.005069906115,0.00506045615,0.001242670371,0.002012842502,0.03296132883,visual,0.3546697039,0.15625,0.140625,0.453125,0.78125,0.008196876837
Winter,TOM LAKE,Ann Patchett,Literary Fiction,Literary Fiction,,,Ann Patchett - Tom Lake,21,-0.4281692144,0.08669241557,0.1666666667,0.0005306849627,0.9310802946,2.0,0.1144022971,0.005458473902,0.006699897654,0.001791061749,0.004008566772,0.03956125216,0.005157278019,537,640.4761905,0.0197095239,52.65052076,0.553463459,1,0.5,0.3875834221,58,1.0,0,0.2618095425,0.4992024799,"{'topic_coherence_score': 0.26180954246177157, 'topic_1_keywords': 'say, know, duke, get, come', 'topic_2_keywords': 'say, duke, emily, know, then', 'topic_3_keywords': 'say, emily, back, know, get', 'topic_4_keywords': 'say, get, duke, emily, tell', 'topic_5_keywords': 'say, uncle, know, emily, see'}","{'light_dark': 122, 'life_death': 160, 'journey': 238, 'time': 752, 'nature': 72, 'conflict': 36, 'love_loss': 307}",,133690,102034,7791,83.56,4.9,5.91,8.1,5.3,5.5,8.0,5.12,6,107.287,19.24145856,3.940930069,0.06691685858,0.07277462847,0.0004596292324,0.04641550217,0.05438842646,158.8915982,0.01777233032,5.08,0.007820740642,0.006727927551,0.004371252364,0.0005986715194,0.001273364819,0.0326336755,visual,0.376142596,0.1904761905,0.2,0.5238095238,0.75,-0.0006749239544
Winter,THE COVENANT OF WATER,Abraham Verghese,Historical Fiction / Family Saga,Historical Fiction,,,"Abraham Verghese - The Covenant of Water (2023, Grove Press_ Grove_Atlantic) - libgen.li",84,-0.2265757998,0.1516498946,0.2923076923,0.0007584703033,1.249588394,4.0,0.09076834862,0.003632900373,0.006627996173,0.003158856434,0.004925747481,0.03430326084,0.002208105299,1035,354.8452381,0.01661685492,43.68442624,0.5524935722,2,0.0,0.6648677659,206,1.0,0,0.2582059597,0.5795412337,"{'topic_coherence_score': 0.25820595971250915, 'topic_1_keywords': 'say, hand, know, see, philipose', 'topic_2_keywords': 'say, big, see, baby, ammachi', 'topic_3_keywords': 'say, digby, mariamma, see, know', 'topic_4_keywords': 'rune, say, hand, philipose, digby', 'topic_5_keywords': 'say, see, come, know, then'}","{'light_dark': 286, 'life_death': 500, 'journey': 452, 'time': 1241, 'nature': 417, 'conflict': 125, 'love_loss': 531}",,308933,223638,17706,75.61,5.8,5.94,8.6,6.7,7.41,10.8,5.28,6,254.0748333,16.01217971,4.248508646,0.06958931743,0.07738710789,5.75e-05,0.0589546864,0.0488198281,133.7193737,0.03228771688,3.64,0.007845996285,0.005979968408,0.006331475985,0.001280181916,0.001918103074,0.03418361485,visual,0.3359345968,0.2738095238,0.1428571429,0.4047619048,0.7857142857,0.01486096141
Winter,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Contemporary Fiction / Mystery,Fiction,,,Shelby Van Pelt - Remarkably Bright Creatures,64,-0.5870150329,0.2167696338,0.1428571429,0.00212832735,1.908434775,2.0,0.1385348422,0.005914199965,0.007463857667,0.001951784068,0.002971811923,0.03760165592,0.002432875207,553,195.25,0.01544090958,34.00271511,0.3662572801,17,0.4603174603,0.5954564696,88,1.0,0,0.2385052038,0.5288954932,"{'topic_coherence_score': 0.23850520381259468, 'topic_1_keywords': 'cameron, say, back, tova, know', 'topic_2_keywords': 'say, tova, cameron, know, back', 'topic_3_keywords': 'know, tank, human, say, day', 'topic_4_keywords': 'janice, good, tova, say, house', 'topic_5_keywords': 'tova, say, make, back, man'}","{'light_dark': 124, 'life_death': 133, 'journey': 279, 'time': 566, 'nature': 112, 'conflict': 46, 'love_loss': 154}",,127014,97913,8990,85.79,4.0,5.08,7.4,5.7,6.65,4.272727273,5.38,6,110.3383333,15.06252241,4.157108528,0.09107939777,0.05152420801,0.0,0.0617243984,0.05835957503,110.6723611,0.01852958757,4.05,0.00778901876,0.006571063746,0.006531774875,0.001168843925,0.001993910225,0.03538553497,visual,0.323805635,0.078125,0.234375,0.5,0.78125,0.03302020685
Winter,THE SERPENT AND THE WINGS OF NIGHT,Carissa Broadbent,Fantasy / Romance (Romantasy),Fantasy,Romance,,(Crowns of Nyaxia 01) Carissa Broadbent - The Serpent and the Wings of Night,56,-0.2681261555,0.1992830457,0.3658536585,0.0009807391676,1.417425955,4.0,0.07306253805,0.00773530366,0.007875409256,0.006732442557,0.007270743002,0.02935514563,0.007360913402,303,321.2321429,0.01750982807,29.63295902,0.6491781473,0,0.4,0.3727786915,34,1.0,0,0.2436048284,0.5467789381,"{'topic_coherence_score': 0.24360482836918435, 'topic_1_keywords': 'little, back, know, blood, just', 'topic_2_keywords': 'say, know, just, even, look', 'topic_3_keywords': 'say, want, know, hand, too', 'topic_4_keywords': 'know, night, vampire, even, say', 'topic_5_keywords': 'even, just, look, eye, blood'}","{'light_dark': 383, 'life_death': 335, 'journey': 315, 'time': 806, 'nature': 135, 'conflict': 187, 'love_loss': 363}",,175712,131120,11945,85.69,4.0,5.0,7.8,5.1,6.01,5.875,1.25,6,143.1095,14.09697602,4.080303812,0.05495169973,0.04683698297,0.0,0.06433054779,0.06953776709,82.24120392,0.02467848453,4.0,0.009788760941,0.006283123395,0.009751227348,0.001103487621,0.00222198868,0.03910323253,visual,0.3358228174,0.08928571429,0.1428571429,0.5178571429,0.7678571429,-0.0005694730805
Winter,FIRST LIE WINS,Ashley Elston,Thriller / Mystery,Thriller,Mystery,,Ashley Elston - First Lie Wins,26,-0.4338688176,0.1596951199,0.1304347826,0.0002082383039,1.491002684,1.0,0.07692307692,0.002379866331,0.00861709934,0.004670487674,0.004273843286,0.04116205949,0.001606808105,502,490.7692308,0.01774431914,42.66558263,0.5646287203,0,0.36,0.354349292,55,0.9230769231,0,0.2527590488,0.5148645025,"{'topic_coherence_score': 0.2527590487566852, 'topic_1_keywords': 'get, say, know, then, see', 'topic_2_keywords': 'say, know, get, back, then', 'topic_3_keywords': 'get, say, back, then, know', 'topic_4_keywords': 'get, say, back, then, know', 'topic_5_keywords': 'get, need, know, say, back'}","{'light_dark': 61, 'life_death': 133, 'journey': 297, 'time': 688, 'nature': 30, 'conflict': 39, 'love_loss': 168}",,126880,96928,7257,83.25,5.0,6.01,8.0,5.2,5.5,10.8,5.13,6,100.4948333,18.57306008,3.87453022,0.06664683425,0.08995619524,0.0,0.05410579145,0.05458188274,135.1104319,0.01486232791,4.76,0.008978374348,0.0101715138,0.006492667164,0.0006263982103,0.001660452399,0.05319148936,auditory,0.3641865433,0.2692307692,0.1923076923,0.4230769231,0.75,0.005499876948
Winter,GOTHIKANA,RuNyx,Dark Romance / Gothic,Romance,,,RuNyx . - Gothikana,30,0.06212889934,0.1763850515,1.727272727,0.002678889738,1.594059724,1.0,0.132444021,0.004604023428,0.006111535523,0.003320600968,0.004206773619,0.02791839395,0.00664093136,325,468.7666667,0.02105338209,50.27547117,0.6235169768,0,0.0,0.7064970468,47,1.0,0,0.2759282973,0.4460913751,"{'topic_coherence_score': 0.2759282972987155, 'topic_1_keywords': 'corvina, look, hand, take, want', 'topic_2_keywords': 'corvina, hand, back, feel, get', 'topic_3_keywords': 'corvina, know, eye, see, tell', 'topic_4_keywords': 'fuck, secret, important, expect, focus', 'topic_5_keywords': 'corvina, look, eye, know, take'}","{'light_dark': 302, 'life_death': 157, 'journey': 248, 'time': 567, 'nature': 179, 'conflict': 63, 'love_loss': 356}",,122976,95800,7089,83.15,5.0,5.96,7.6,6.6,7.01,7.666666667,5.13,8,105.8608333,19.33719602,4.181874669,0.06622051094,0.05043251183,0.0,0.05727294024,0.0516200002,136.2773548,0.01305696099,4.37,0.01049638741,0.00791814856,0.009283697989,0.001253452089,0.002547666847,0.07654643382,visual,0.3332254934,0.1666666667,0.1333333333,0.5666666667,0.7,-0.001009145952
Winter,MARTYR!,Kaveh Akbar,Literary Fiction,Literary Fiction,,,Kaveh-Akbar-Martyr,32,-0.5549554919,0.1595471609,0.06666666667,0.003944593285,1.728966363,2.0,0.1093535076,0.006030895514,0.006578122328,0.003271960326,0.006053696631,0.03325952473,0.004120346063,389,356.59375,0.01318282466,79.32809993,0.4411108196,4,0.3225806452,0.4787293928,81,0.8125,0,0.2502034705,0.5515577409,"{'topic_coherence_score': 0.2502034705144497, 'topic_1_keywords': 'tragedy, lifetime, allotment, say, joy', 'topic_2_keywords': 'say, man, even, get, think', 'topic_3_keywords': 'say, orkideh, see, know, feel', 'topic_4_keywords': 'say, cyrus, make, feel, think', 'topic_5_keywords': 'say, cyrus, know, think, make'}","{'light_dark': 151, 'life_death': 294, 'journey': 199, 'time': 515, 'nature': 152, 'conflict': 76, 'love_loss': 206}",,111754,84421,6279,83.25,5.0,6.33,8.4,7.2,7.71,7.142857143,5.67,8,96.20683333,18.34042185,4.24021811,0.1028952112,0.05515214385,0.001556016598,0.06691776522,0.06154197341,237.6450051,0.03388658368,4.26,0.008086812275,0.006508616717,0.006623813473,0.001244124965,0.002338494148,0.0444329184,visual,0.3260566651,0.28125,0.21875,0.5625,0.75,0.02601222664
Winter,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,Fantasy / Romance (Romantasy),Fantasy,Romance,,Sarah-J - House of Flame and Shadow,102,-0.2164575784,0.1711263405,0.397260274,0.002498638183,1.831105918,6.0,0.1070906021,0.00694329315,0.005798577395,0.005135431716,0.005514372104,0.02156464062,0.006538089504,492,353.5392157,0.01706378191,35.2313359,0.5979500413,0,0.0,0.6058215305,130,0.9803921569,0,0.2442592949,0.5915047673,"{'topic_coherence_score': 0.24425929494555612, 'topic_1_keywords': 'say, hunt, know, bryce, asteri', 'topic_2_keywords': 'say, know, eye, get, back', 'topic_3_keywords': 'say, book, hunt, back, eye', 'topic_4_keywords': 'say, tharion, know, get, ruhn', 'topic_5_keywords': 'say, hunt, ruhn, bryce, know'}","{'light_dark': 669, 'life_death': 578, 'journey': 609, 'time': 959, 'nature': 418, 'conflict': 304, 'love_loss': 591}",,310231,243364,21310,85.28,4.2,4.95,7.3,6.1,6.77,14.75,1.17,7,275.7575,17.50356561,4.18044448,0.04292030158,0.05558987029,0.0,0.04785123478,0.05434589494,130.3968793,0.02296591611,4.16,0.009254665344,0.005737652444,0.007526167536,0.0007202074197,0.001808520854,0.0495255208,visual,0.3694888179,0.2745098039,0.2352941176,0.5588235294,0.6960784314,0.007063613433
Winter,THE WOMEN,Kristin Hannah,Historical Fiction,Historical Fiction,,,Kristin-Hannah-The-Women,35,-0.4062931485,0.1464909531,0.25,0.00526028045,1.00282708,2.0,0.09138072267,0.005149459935,0.007159005275,0.004551029153,0.004654461634,0.03140579003,0.005480850308,665,553.6571429,0.01953431264,35.90561166,0.6112808585,0,0.0,0.6082357774,75,1.0,0,0.2660930885,0.5428904161,"{'topic_coherence_score': 0.26609308850399577, 'topic_1_keywords': 'say, woman, man, mom, look', 'topic_2_keywords': 'say, mom, know, look, feel', 'topic_3_keywords': 'say, woman, feel, man, look', 'topic_4_keywords': 'say, man, see, know, ethel', 'topic_5_keywords': 'say, know, see, look, barb'}","{'light_dark': 167, 'life_death': 250, 'journey': 319, 'time': 754, 'nature': 142, 'conflict': 337, 'love_loss': 558}",,164885,130278,11485,85.39,4.2,5.03,7.2,5.9,6.53,8.333333333,5.05,6,146.3446667,15.29029296,4.151412822,0.06554251766,0.05831573147,0.0001836715952,0.05671681534,0.05042234353,101.6792528,0.01120396731,4.59,0.00878572227,0.007198479824,0.007541264578,0.001274265062,0.001877864302,0.03324455873,visual,0.3293296089,0.2857142857,0.2,0.5714285714,0.7714285714,0.01543967823
Winter,TO DIE FOR,David Baldacci,Thriller,Thriller,,,David-Baldacci-To-Die-For,91,-0.7254599776,0.1114294037,0.02247191011,0.0003561918008,1.801109433,3.0,0.2280974598,0.005919568499,0.0063944909,0.00301914955,0.005105415812,0.02643684014,0.005550463387,227,174.5164835,0.01672777269,31.23667664,0.6356421113,2,0.1666666667,0.460432791,127,1.0,0,0.2678411561,0.2292162125,"{'topic_coherence_score': 0.2678411561381501, 'topic_1_keywords': 'devine, say, glass, look, get', 'topic_2_keywords': 'devine, say, know, get, look', 'topic_3_keywords': 'devine, king, say, glass, look', 'topic_4_keywords': 'devine, say, shore, get, look', 'topic_5_keywords': 'binder, say, devine, shortcoming, odom'}","{'light_dark': 62, 'life_death': 274, 'journey': 287, 'time': 441, 'nature': 36, 'conflict': 68, 'love_loss': 212}",,153562,114194,10549,85.89,4.0,5.1,7.9,5.2,6.07,10.6,5.09,6,125.8515,18.78159731,4.092479813,0.07003630318,0.08917032825,0.0,0.04921580609,0.06051193265,154.0773972,0.009046265185,4.99,0.006342944112,0.005611719992,0.004038737873,0.0006121876355,0.001428437816,0.02739726027,visual,0.3517208864,0.1868131868,0.1428571429,0.4725274725,0.7802197802,0.02142145221
